manifold,surface,monodromy,dilatation,polynomial coefficients,singularity orders,puncture orders,primitive,abelian
12a0373,S_4_1,abcdCedFEghj,4.16243482778,"[1, -4, 1, -7, 1, -4, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0374,S_4_1,aBcDCedfEGHj,3.0788565156,"[1, -5, 9, -15, 21, -18, 21, -15, 9, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0377,S_4_1,abCdedFEGJ,3.83686045903,"[1, -5, 5, -3, 2, 5, 3, 5, 2, -3, 5, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0382,S_4_1,aBcDCeDFEgIJ,3.64063059065,"[1, -6, 9, 0, -6, 0, 9, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0383,S_4_1,abcDCeDFEgHJ,3.75735211771,"[1, -5, 4, 2, 3, -4, -1, 4, -1, -4, 3, 2, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0396,S_4_1,abAbcDCedFEGHj,3.23370161132,"[1, -7, 19, -31, 42, -59, 69, -59, 42, -31, 19, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0398,S_4_1,abcDCeDfgj,4.08298322094,"[1, -5, 2, 7, 1, -1, -5, 4, -5, -1, 1, 7, 2, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0402,S_4_1,abcDCeDFgjEf,3.69840344392,"[1, -5, 6, -6, 5, 2, 5, 2, 5, -6, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0413,S_4_1,abcDCedFGjEf,3.84680721917,"[1, -5, 6, -8, 7, 0, 9, 0, 7, -8, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0415,S_4_1,abAcBdCedfJEFG,4.06943827128,"[1, -7, 14, -8, -3, 3, 14, -29, 14, 3, -3, -8, 14, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0416,S_4_1,abCBdCeDGjEF,3.9976605055,"[1, -7, 14, -6, -13, 23, -10, -3, -10, 23, -13, -6, 14, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0418,S_4_1,abAcbdCeDfEDGj,3.86687458514,"[1, -7, 16, -16, -1, 25, -30, 25, -30, 25, -1, -16, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0436,S_4_1,abCdEFGJ,4.21408632223,"[1, -5, 2, 5, 3, -3, -1, 0, -1, -3, 3, 5, 2, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0445,S_4_1,abcDCedfEGHj,3.59929821198,"[1, -5, 7, -11, 17, -14, 17, -11, 7, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0446,S_4_1,abCdeDfEgJ,3.78022662325,"[1, -5, 5, -3, 4, 5, 5, 5, 4, -3, 5, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0453,S_4_1,abcdCeDFEgHJ,3.7767231893,"[1, -7, 18, -30, 37, -30, 18, -7, 1]","[4, 4, 4, 4, 6]",[6],True,True
12a0456,S_4_1,abCBdCeDfEgJ,3.92895085721,"[1, -7, 14, -6, -9, 9, 14, -33, 14, 9, -9, -6, 14, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0457,S_4_1,abCBdCEFgjeDfe,3.88234943812,"[1, -7, 14, -4, -21, 37, -26, 13, -26, 37, -21, -4, 14, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0464,S_4_1,abAcbdCeeDFEGJ,3.61112369037,"[1, -4, 0, 6, -4, 3, -4, 6, 0, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0468,S_4_1,abcBdCeDfjEFgF,4.7974923825,"[1, -4, -4, 0, 3, 4, 3, 4, 3, 0, -4, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0469,S_4_1,abCDEdFgJEff,3.74039360701,"[1, -3, -3, 0, 2, 5, -3, 5, 2, 0, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0470,S_4_1,abcBdceFEDgfEJ,3.58280976585,"[1, -5, 6, -4, 3, -2, 1, -2, 3, -4, 6, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0473,S_4_1,aBcdEDCGjEdjeF,3.8331870683,"[1, -7, 15, -9, -14, 32, -34, 31, -34, 32, -14, -9, 15, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0476,S_4_1,abAcbdCeDgjEEf,4.12936232317,"[1, -5, 1, 12, -4, -7, 6, 2, 6, -7, -4, 12, 1, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0478,S_4_1,abCBdceDfGjeFG,3.89021157786,"[1, -4, -1, 6, -1, -3, -1, 6, -1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0479,S_4_1,abbcDCBeDcFEgJ,3.56657171632,"[1, -7, 17, -19, 4, 20, -40, 47, -40, 20, 4, -19, 17, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0480,S_4_1,abccDCedFEgJ,3.73028323221,"[1, -5, 7, -11, 12, -13, 17, -13, 12, -11, 7, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0485,S_4_1,abCBdCedfEDCgj,4.23677415296,"[1, -7, 13, -3, -16, 28, -22, 13, -22, 28, -16, -3, 13, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0486,S_4_1,aBcdCeDfGFEJef,3.99677807081,"[1, -8, 22, -29, 22, -8, 1]","[4, 4, 4, 8]",[8],True,True
12a0487,S_4_1,abAbcbDCedFEgJ,3.70274336022,"[1, -7, 16, -14, -5, 17, 14, -43, 14, 17, -5, -14, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0488,S_4_1,abcdCeDfEEGj,3.77011203471,"[1, -3, -3, 0, 2, -1, -5, -1, 2, 0, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0493,S_4_1,abcdCeDfEgHGGj,3.86550606222,"[1, -3, -3, -1, 0, -3, -7, -3, 0, -1, -3, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0497,S_4_1,abCDEfgH,2.82350720702,"[1, -5, 10, -18, 26, -24, 26, -18, 10, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0498,S_4_1,abCDefgH,2.7339995975,"[1, -5, 10, -18, 28, -28, 28, -18, 10, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0499,S_4_1,abCDefGH,2.88261969951,"[1, -3, 3, -13, 16, -12, 32, -12, 16, -13, 3, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0500,S_4_1,aBCdefgH,2.77403108077,"[1, -4, 3, -1, 6, -1, 3, -4, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0501,S_4_1,abcDEfgH,2.98255742081,"[1, -5, 10, -20, 32, -32, 32, -20, 10, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0503,S_4_1,abAbCDEFGh,2.61803398875,"[1, -3, 1]","[6, 6, 6]",[6],True,True
12a0505,S_4_1,abAbCDEfgh,2.99030377183,"[1, -6, 14, -19, 14, -6, 1]","[4, 4, 4, 4, 6]",[6],True,True
12a0506,S_4_1,aBCDefgH,2.61803398875,"[1, -3, 1]","[4, 4, 4, 4, 6]",[6],True,True
12a0512,S_4_1,abCDEFgH,3.43899459881,"[1, -5, 6, -4, 8, -8, 8, -4, 6, -5, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0515,S_4_1,abAbCDEFgh,2.7198683405,"[1, -5, 8, -6, 8, -16, 8, -6, 8, -5, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0516,S_4_1,abcBcDEFgh,2.89681788122,"[1, -5, 10, -16, 20, -24, 20, -16, 10, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0517,S_4_1,abCdeFFghGfh,3.19109551462,"[1, -5, 6, -2, 6, -8, 6, -2, 6, -5, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0521,S_4_1,aBcdefgH,3.42386983002,"[1, -7, 17, -21, 21, -21, 17, -7, 1]","[6, 6, 6]",[6],True,True
12a0528,S_4_1,abCdefGH,3.2542636339,"[1, -3, 0, -3, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0535,S_4_1,abcDefGH,3.41151429257,"[1, -5, 8, -14, 22, -20, 22, -14, 8, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0536,S_4_1,abcdEfgH,3.48137000578,"[1, -4, 1, 1, 6, 1, 1, -4, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0541,S_4_1,abcDefgH,3.22169308722,"[1, -6, 12, -13, 12, -6, 1]","[4, 4, 4, 4, 6]",[6],True,True
12a0561,S_4_1,abAcbdCdEFgh,3.2542636339,"[1, -3, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0565,S_4_1,abcBcDEfgh,3.38055032061,"[1, -5, 10, -22, 30, -32, 30, -22, 10, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0569,S_4_1,abAbCDefgh,3.53162240412,"[1, -5, 8, -12, 8, -4, 8, -12, 8, -5, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0579,S_4_1,abcDEfGH,3.44927604186,"[1, -5, 8, -14, 20, -16, 20, -14, 8, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0583,S_4_1,abcDEFgH,3.49042358944,"[1, -7, 19, -33, 41, -33, 19, -7, 1]","[4, 4, 4, 4, 6]",[6],True,True
12a0584,S_4_1,abcdEFgH,3.65623330028,"[1, -5, 6, -6, 8, -4, 8, -6, 6, -5, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0621,S_4_1,abcdeDFEGj,4.71659742197,"[1, -4, -2, -6, -1, -6, -2, -4, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0629,S_4_1,aabAcBDCeDgJEf,3.62468590098,"[1, -3, 0, -8, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0630,S_4_1,abcbDCeDfEgJ,3.97171689072,"[1, -4, 3, -12, 5, -12, 3, -4, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0637,S_4_1,abcdCCedFEGj,4.20107478184,"[1, -4, 2, -12, 3, -12, 2, -4, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0649,S_4_1,abcdEfGH,4.05476739108,"[1, -5, 4, -2, 6, -4, 6, -2, 4, -5, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0651,S_4_1,abcdeFgH,4.21485122599,"[1, -7, 15, -17, 17, -17, 15, -7, 1]","[6, 6, 6]",[6],True,True
12a0662,S_4_1,abcBdCeDFEGj,3.99831745247,"[1, -4, 3, -12, 3, -12, 3, -4, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0664,S_4_1,abcdeDgJEf,4.62023919936,"[1, -4, -2, -4, 1, -4, -2, -4, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a0681,S_4_1,abcDefgJ,3.68491880107,"[1, -7, 18, -29, 35, -29, 18, -7, 1]","[4, 4, 4, 4, 6]",[6],True,True
12a0683,S_4_1,aBcdCeDFEGHJ,4.32418865276,"[1, -6, 7, 1, 2, -8, 2, 1, 7, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0702,S_4_1,abCBdCefegFhjE,4.07244511882,"[1, -6, 7, 5, -6, 0, -6, 5, 7, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0706,S_4_1,abcDCeDffGFEhJ,3.80438861607,"[1, -5, 4, 2, 1, 0, -13, 16, -13, 0, 1, 2, 4, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0708,S_4_1,aBcDCeDffGFEhJ,3.4443533697,"[1, -7, 16, -12, -8, 23, -28, 23, -8, -12, 16, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0768,S_4_1,abcdCeDFgjEF,4.87098874369,"[1, -4, -4, -2, 3, 4, 3, 4, 3, -2, -4, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0776,S_4_1,abcBdceDGJeF,4.49392616193,"[1, -4, 1, -14, 1, -14, 1, -4, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0777,S_4_1,abAcbdCedfEgFJ,4.78154230874,"[1, -4, -4, 0, 5, 4, 3, 4, 5, 0, -4, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a0886,S_4_1,abcDeeFEgJ,3.97237423563,"[1, -5, 5, -4, -1, 10, -1, -4, 5, -5, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a0901,S_4_1,abcdCedfGFEJeF,5.3631707799,"[1, -8, 17, -16, 1, 16, -11, 1, -11, 16, 1, -16, 17, -8, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a0918,S_4_1,abcdCedfGFeJEF,5.07055012724,"[1, -8, 21, -41, 61, -67, 61, -41, 21, -8, 1]","[3, 3, 3, 4, 4, 7]",[7],True,False
12a0968,S_4_1,abAcBdCeDfEfGJ,4.85721313239,"[1, -6, 6, -2, -4, 16, -4, -2, 6, -6, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a1039,S_4_1,abcDeFGH,4.02559943792,"[1, -7, 17, -27, 33, -27, 17, -7, 1]","[4, 4, 4, 4, 6]",[6],True,True
12a1045,S_4_1,abcdeFgJEf,4.73205629209,"[1, -3, -6, -9, -6, -3, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a1049,S_4_1,abcdCedjEDFEgF,5.27222510419,"[1, -7, 9, 2, -8, 2, 3, 2, -8, 2, 9, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12a1070,S_4_1,abcBDCeDfEgj,4.00033108867,"[1, -4, 1, -6, 4, 14, 4, 14, 4, -6, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a1074,S_4_1,abcDCCedfEgj,4.49049302816,"[1, -4, -3, 2, 6, 4, 3, 4, 6, 2, -3, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a1076,S_4_1,abcBDCedFEGj,3.92725494076,"[1, -4, 1, -4, 2, 8, 8, 8, 2, -4, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a1080,S_4_1,abcDeDfEgj,4.45107520435,"[1, -6, 7, 0, -5, 14, -5, 0, 7, -6, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a1081,S_4_1,abcbDCeDFEGj,4.42145073369,"[1, -6, 8, -4, -6, 18, -6, -4, 8, -6, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a1082,S_4_1,abcdCedFgJEf,4.74759578952,"[1, -6, 6, 0, -4, 14, -4, 0, 6, -6, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a1084,S_4_1,abcdCCedfEgJ,5.04467805727,"[1, -6, 4, 4, 1, -2, -1, 14, -1, -2, 1, 4, 4, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a1087,S_4_1,abcBdCedFEGJ,4.27854553518,"[1, -6, 8, -2, -6, 14, -6, -2, 8, -6, 1]","[3, 3, 3, 3, 4, 4, 6]",[6],True,False
12a1093,S_4_1,aabAcBDCedGJEF,4.42638540389,"[1, -4, -2, 0, 1, 4, 5, 4, 1, 0, -2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a1096,S_4_1,abcBDCedgJEf,3.87816228921,"[1, -4, 1, -4, 4, 12, 4, 12, 4, -4, 1, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a1104,S_4_1,aBcBdCeDgjEf,4.33020648626,"[1, -3, -6, -1, 6, 11, 6, -1, -6, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a1141,S_4_1,abcdeDGJeF,4.81986479251,"[1, -4, -2, -8, -5, -8, -2, -4, 1]","[3, 3, 5, 5, 6]",[6],True,False
12a1153,S_4_1,abcdeFgjEF,5.13785551741,"[1, -6, 4, 2, 1, 0, -1, 14, -1, 0, 1, 2, 4, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 6]",[6],True,False
12a1190,S_4_1,abcdCedJEDfEgF,4.6721195687,"[1, -8, 23, -47, 71, -79, 71, -47, 23, -8, 1]","[3, 3, 3, 4, 4, 7]",[7],True,False
12a1195,S_4_1,abcdCeDFgFEJef,4.8070123686,"[1, -7, 11, 0, -12, 6, 3, 6, -12, 0, 11, -7, 1]","[3, 3, 3, 3, 3, 3, 3, 7]",[7],True,False
12n0037,S_4_1,aBCDEFgJ,2.3459577616,"[1, -5, 8, -5, 3, -5, 8, -5, 1]","[4, 4, 4, 4, 4, 4]",[4],True,True
12n0040,S_4_1,abCDEFgJ,2.3267295305,"[1, -3, 1, 0, 2, 3, -2, 2, -2, 3, 2, 0, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0043,S_4_1,abcDEFgJ,2.44867805636,"[1, -2, 2, -3, 1]","[4, 4, 4, 4, 4, 4]",[4],True,True
12n0103,S_4_1,abcdeDfegJ,2.97379367973,"[1, -3, 0, 0, 1, -1, 0, 0, 3, -4, 3, 0, 0, -1, 1, 0, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0104,S_4_1,abcdeDGjeF,2.70126920151,"[1, -1, -3, -3, -2, -2, -4, -3, -4, -2, -2, -3, -3, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0105,S_4_1,abcdeDgjef,2.87490582506,"[1, 0, -4, -8, -9, -8, -4, 0, 1]",[14],[14],True,True
12n0106,S_4_1,abcdeDFEGJ,2.51171167883,"[1, -2, -2, 3, -1, -5, -1, 3, -2, -2, 1]","[3, 3, 3, 3, 3, 3, 5, 5]",[3],True,False
12n0107,S_4_1,abcdedfEgJ,2.97379367973,"[1, -3, 0, 0, 1, -1, 0, 0, 3, -4, 3, 0, 0, -1, 1, 0, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0113,S_4_1,abcdeDGIjeF,2.21254749488,"[1, -1, -3, 1, 2, -3, -5, -1, -2, -4, -2, -1, -5, -3, 2, 1, -3, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0114,S_4_1,abcdeDfegIJ,3.27251166459,"[1, -4, 2, 1, 1, -1, 1, 0, 4, -8, 4, 0, 1, -1, 1, 1, 2, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0115,S_4_1,abcdeDGIjef,1.92840899153,"[1, -2, 1, -3, 2, 0, 3, -2, 3, -5, 3, -5, 3, -2, 3, 0, 2, -3, 1, -2, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
12n0150,S_4_1,aBCdefgj,2.77269534258,"[1, -3, 2, -5, 5, -5, 2, -3, 1]","[3, 3, 4, 4, 4, 4, 4]",[4],True,False
12n0156,S_4_1,abAbCDEFGJ,2.53450381051,"[1, -1, -2, -3, -3, -3, -2, -1, 1]","[3, 3, 3, 3, 4, 4, 4, 4]",[4],True,False
12n0163,S_4_1,abCdefgj,3.22863987814,"[1, -3, 0, -3, 3, -3, 0, -3, 1]","[3, 3, 4, 4, 4, 4, 4]",[4],True,False
12n0172,S_4_1,aBcdefgj,3.43533919047,"[1, -3, -1, -2, 1, 0, 1, -2, -1, -3, 1]","[3, 3, 3, 3, 4, 4, 4, 4]",[4],True,False
12n0182,S_4_1,abcBcDEFGJ,2.6756227289,"[1, -3, 2, -5, 7, -5, 2, -3, 1]","[3, 3, 4, 4, 4, 4, 4]",[4],True,False
12n0185,S_4_1,abcBdceDfegJ,3.17756334717,"[1, -3, -2, 4, 3, -3, -4, 4, 1, -3, 1, 4, -4, -3, 3, 4, -2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0186,S_4_1,abcBdceDGjeF,2.9503182946,"[1, -1, -4, -4, -3, -1, 0, -2, -3, -2, 0, -1, -3, -4, -4, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0187,S_4_1,abcBdceDgjef,3.24363751784,"[1, 0, -5, -12, -15, -12, -5, 0, 1]",[14],[14],True,True
12n0188,S_4_1,abcbdCeDfEgJ,2.46343665714,"[1, -1, -1, -3, -5, -5, -5, -4, -8, -4, -5, -5, -5, -3, -1, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0189,S_4_1,abcBdCeDFEGJ,2.30180538037,"[1, -3, 2, 0, -3, 1, 4, -5, 4, 1, -3, 0, 2, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 4]",[3],True,False
12n0190,S_4_1,abcBdceDGIjeF,2.5171671269,"[1, -1, -5, 1, 7, -2, -8, 0, 2, -3, 2, 0, -8, -2, 7, 1, -5, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0191,S_4_1,abcBdceDfegIJ,3.40273952628,"[1, -4, 0, 7, 2, -7, -5, 8, 1, -5, 1, 8, -5, -7, 2, 7, 0, -4, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0192,S_4_1,abcBdceDGIjef,2.29962996465,"[1, -2, 0, -3, 2, 1, 5, -2, 3, -5, 3, -5, 3, -2, 5, 1, 2, -3, 0, -2, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
12n0233,S_4_1,abcdeFGIj,1.64533839691,"[1, -1, -2, 2, 1, -2, -2, 0, 2, 1, -4, 1, 2, 0, -2, -2, 1, 2, -2, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[1],True,False
12n0234,S_4_1,abcdefgIJ,2.53921343554,"[1, -4, 5, -5, 6, -6, 6, -4, 3, -4, 6, -6, 6, -5, 5, -4, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0235,S_4_1,abcdefGIj,1.49073503209,"[1, -1, 0, -1, 0, 0, -1, 1, 0, 1, -1, 0, 0, -1, 0, -1, 1]","[1, 3, 3, 3, 3, 3, 3, 3, 5, 5]",[1],True,False
12n0283,S_4_1,aBccDCedFEGJ,2.56737695219,"[1, -5, 8, -4, -3, 5, -3, 5, -3, -4, 8, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
12n0287,S_4_1,aBcDCedFgjEf,2.74600552534,"[1, -5, 7, -2, 1, -5, -2, 11, -2, -5, 1, -2, 7, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
12n0294,S_4_1,abcdCeDfEgHj,2.61803398875,"[1, -3, 1]","[4, 4, 4, 4, 4, 4]",[4],True,True
12n0296,S_4_1,aBcDCedFEGHJ,2.40557979156,"[1, -3, 1, 1, -1, 2, 2, -2, 2, -2, 2, 2, -1, 1, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0301,S_4_1,abcDCedFEGHJ,2.48071662645,"[1, -3, 2, -4, 7, -4, 2, -3, 1]","[3, 3, 4, 4, 4, 4, 4]",[4],True,False
12n0387,S_4_1,aBcdCedfEghj,3.46480238948,"[1, -3, -1, -1, -3, -2, -3, -1, -1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0405,S_4_1,abAcbdCeDfEDgj,3.13732463795,"[1, -6, 13, -15, 7, 5, -16, 21, -16, 5, 7, -15, 13, -6, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
12n0425,S_4_1,aabAcBDCeDGJEF,2.29291968837,"[1, -1, 0, -3, -6, -3, -6, -3, 0, -1, 1]","[3, 3, 3, 5, 5, 5]",[3],True,False
12n0426,S_4_1,abAcbdCedfeDgj,2.36920540709,"[1, -1, -3, -1, 1]",[14],[14],True,True
12n0428,S_4_1,abAcbdCedfEgFj,3.01865469931,"[1, -3, 0, 0, -1, 1, 2, -2, 1, -1, 1, -2, 2, 1, -1, 0, 0, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0458,S_4_1,abccDCedFEGJ,2.67567164018,"[1, -2, 0, -6, 2, 0, 8, 0, 2, -6, 0, -2, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
12n0459,S_4_1,abcDCedFgjEf,2.96557263399,"[1, -3, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
12n0494,S_4_1,abAbcDCeDFEGHJ,2.66907650271,"[1, -1, -2, -4, -5, -4, -2, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]",[4],True,False
12n0504,S_4_1,abAbcbDCedFEGJ,2.77600245571,"[1, -5, 8, -7, 6, -1, -3, 6, -12, 6, -3, -1, 6, -7, 8, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
12n0509,S_4_1,abcdCeDfEEgj,2.78355938302,"[1, -5, 8, -7, 7, -7, 8, -5, 1]","[4, 4, 4, 4, 4, 4]",[4],False,True
12n0521,S_4_1,abbcDCBeDcFEGJ,2.84601481071,"[1, -5, 9, -11, 10, -6, -2, 14, -17, 14, -2, -6, 10, -11, 9, -5, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5]",[5],True,False
12n0531,S_4_1,abcBdCeDfGjEFG,2.53678433814,"[1, -1, -5, 1, 6, -1, -8, 0, 9, 0, -8, -1, 6, 1, -5, -1, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
12n0570,S_4_1,abcdedfeGFEIJ,1.97210642638,"[1, -1, -2, 0, 1, 0, -2, -1, -1, 2, -1, -1, -2, 0, 1, 0, -2, -1, 1]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[2],True,False
12n0571,S_4_1,abcdeDfgjEFGI,1.72208380574,"[1, -1, -1, -1, 1]","[2, 8, 8]",[2],True,True
12n0590,S_4_1,abcdeDfEgj,2.79932063828,"[1, -3, 1, -1, 0, -3, 4, -2, 1, 0, 1, -2, 4, -3, 0, -1, 1, -3, 1]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],True,False
